Months,Year,Month_Number,Ecological_State,State_Name,Environmental_Variable,Value
2014-09-01,2014,9,2,Mixed-prokaryote mid-year state,NO3,5.536932
2014-10-01,2014,10,3,Prokaryote-dominated late-year state,NO3,4.39926
2014-11-01,2014,11,3,Prokaryote-dominated late-year state,NO3,3.847916
2014-12-01,2014,12,3,Prokaryote-dominated late-year state,NO3,2.733043
2015-01-01,2015,1,3,Prokaryote-dominated late-year state,NO3,2.160026
2015-02-01,2015,2,3,Prokaryote-dominated late-year state,NO3,1.893458
2015-03-01,2015,3,3,Prokaryote-dominated late-year state,NO3,2.130797
2015-04-01,2015,4,1,Diatom-associated early-year state,NO3,2.644213
2015-05-01,2015,5,2,Mixed-prokaryote mid-year state,NO3,3.913939
2015-06-01,2015,6,2,Mixed-prokaryote mid-year state,NO3,5.407985
2015-07-01,2015,7,2,Mixed-prokaryote mid-year state,NO3,5.876713
2015-08-01,2015,8,2,Mixed-prokaryote mid-year state,NO3,6.386711
2015-09-01,2015,9,3,Prokaryote-dominated late-year state,NO3,5.327636
2015-10-01,2015,10,3,Prokaryote-dominated late-year state,NO3,4.721392
2015-11-01,2015,11,3,Prokaryote-dominated late-year state,NO3,4.010452
2015-12-01,2015,12,3,Prokaryote-dominated late-year state,NO3,2.843007
2016-01-01,2016,1,3,Prokaryote-dominated late-year state,NO3,2.193938
2016-02-01,2016,2,3,Prokaryote-dominated late-year state,NO3,1.724865
2016-03-01,2016,3,3,Prokaryote-dominated late-year state,NO3,1.691761
2016-04-01,2016,4,3,Prokaryote-dominated late-year state,NO3,2.518899
2016-05-01,2016,5,1,Diatom-associated early-year state,NO3,3.421175
2016-06-01,2016,6,2,Mixed-prokaryote mid-year state,NO3,4.992825
2016-07-01,2016,7,2,Mixed-prokaryote mid-year state,NO3,6.399195
2016-08-01,2016,8,2,Mixed-prokaryote mid-year state,NO3,6.236147
2016-09-01,2016,9,2,Mixed-prokaryote mid-year state,NO3,4.994637
2016-10-01,2016,10,3,Prokaryote-dominated late-year state,NO3,4.157681
2016-11-01,2016,11,2,Mixed-prokaryote mid-year state,NO3,3.480409
2016-12-01,2016,12,1,Diatom-associated early-year state,NO3,2.711721
2017-01-01,2017,1,1,Diatom-associated early-year state,NO3,2.131945
2017-02-01,2017,2,1,Diatom-associated early-year state,NO3,1.709883
2017-03-01,2017,3,1,Diatom-associated early-year state,NO3,1.74363
2017-04-01,2017,4,1,Diatom-associated early-year state,NO3,2.599858
2017-05-01,2017,5,3,Prokaryote-dominated late-year state,NO3,3.955498
2017-06-01,2017,6,2,Mixed-prokaryote mid-year state,NO3,4.828549
2017-07-01,2017,7,2,Mixed-prokaryote mid-year state,NO3,6.695036
2017-08-01,2017,8,2,Mixed-prokaryote mid-year state,NO3,6.400773
2017-09-01,2017,9,3,Prokaryote-dominated late-year state,NO3,4.846695
2017-10-01,2017,10,2,Mixed-prokaryote mid-year state,NO3,3.772376
2017-11-01,2017,11,2,Mixed-prokaryote mid-year state,NO3,3.102618
2017-12-01,2017,12,1,Diatom-associated early-year state,NO3,2.458957
2018-01-01,2018,1,1,Diatom-associated early-year state,NO3,2.114393
2018-02-01,2018,2,1,Diatom-associated early-year state,NO3,1.676036
2018-03-01,2018,3,1,Diatom-associated early-year state,NO3,1.820406
2018-04-01,2018,4,3,Prokaryote-dominated late-year state,NO3,2.423023
2018-05-01,2018,5,3,Prokaryote-dominated late-year state,NO3,3.422746
2018-06-01,2018,6,2,Mixed-prokaryote mid-year state,NO3,4.692647
2018-07-01,2018,7,2,Mixed-prokaryote mid-year state,NO3,5.052289
2018-08-01,2018,8,2,Mixed-prokaryote mid-year state,NO3,4.458508
2018-09-01,2018,9,3,Prokaryote-dominated late-year state,NO3,4.230765
2018-10-01,2018,10,3,Prokaryote-dominated late-year state,NO3,3.206622
2018-11-01,2018,11,2,Mixed-prokaryote mid-year state,NO3,2.781609
2018-12-01,2018,12,1,Diatom-associated early-year state,NO3,2.139595
2019-01-01,2019,1,1,Diatom-associated early-year state,NO3,1.603832
2019-02-01,2019,2,1,Diatom-associated early-year state,NO3,1.447822
2019-03-01,2019,3,1,Diatom-associated early-year state,NO3,1.616115
2019-04-01,2019,4,1,Diatom-associated early-year state,NO3,1.928897
2019-05-01,2019,5,3,Prokaryote-dominated late-year state,NO3,2.55833
2019-06-01,2019,6,2,Mixed-prokaryote mid-year state,NO3,3.265489
2019-07-01,2019,7,2,Mixed-prokaryote mid-year state,NO3,4.231383
2019-08-01,2019,8,3,Prokaryote-dominated late-year state,NO3,4.414184
2019-09-01,2019,9,3,Prokaryote-dominated late-year state,NO3,3.807632
2019-10-01,2019,10,3,Prokaryote-dominated late-year state,NO3,3.397273
2019-11-01,2019,11,3,Prokaryote-dominated late-year state,NO3,3.070642
2019-12-01,2019,12,1,Diatom-associated early-year state,NO3,2.596895
2020-01-01,2020,1,1,Diatom-associated early-year state,NO3,2.313589
2020-02-01,2020,2,1,Diatom-associated early-year state,NO3,2.020594
2020-03-01,2020,3,1,Diatom-associated early-year state,NO3,2.013989
2020-04-01,2020,4,3,Prokaryote-dominated late-year state,NO3,2.281931
2020-05-01,2020,5,2,Mixed-prokaryote mid-year state,NO3,3.163127
2020-06-01,2020,6,3,Prokaryote-dominated late-year state,NO3,4.227831
2020-07-01,2020,7,2,Mixed-prokaryote mid-year state,NO3,4.755019
2020-08-01,2020,8,2,Mixed-prokaryote mid-year state,NO3,5.349509
2020-09-01,2020,9,3,Prokaryote-dominated late-year state,NO3,4.564327
2020-10-01,2020,10,3,Prokaryote-dominated late-year state,NO3,3.978261
2020-11-01,2020,11,2,Mixed-prokaryote mid-year state,NO3,3.590241
2020-12-01,2020,12,1,Diatom-associated early-year state,NO3,2.917962
2021-01-01,2021,1,1,Diatom-associated early-year state,NO3,2.440934
2021-02-01,2021,2,1,Diatom-associated early-year state,NO3,2.294553
2021-03-01,2021,3,1,Diatom-associated early-year state,NO3,2.216884
2021-04-01,2021,4,3,Prokaryote-dominated late-year state,NO3,2.576523
2021-05-01,2021,5,3,Prokaryote-dominated late-year state,NO3,3.536114
2021-06-01,2021,6,2,Mixed-prokaryote mid-year state,NO3,4.550197
2021-07-01,2021,7,2,Mixed-prokaryote mid-year state,NO3,5.013104
2021-08-01,2021,8,3,Prokaryote-dominated late-year state,NO3,4.67959
2021-09-01,2021,9,3,Prokaryote-dominated late-year state,NO3,4.764706
2021-10-01,2021,10,3,Prokaryote-dominated late-year state,NO3,4.191145
2021-11-01,2021,11,2,Mixed-prokaryote mid-year state,NO3,3.679976
2021-12-01,2021,12,1,Diatom-associated early-year state,NO3,3.126501
2022-01-01,2022,1,1,Diatom-associated early-year state,NO3,2.554552
2022-02-01,2022,2,1,Diatom-associated early-year state,NO3,2.094321
2022-03-01,2022,3,3,Prokaryote-dominated late-year state,NO3,2.143173
2022-04-01,2022,4,3,Prokaryote-dominated late-year state,NO3,2.407028
2022-05-01,2022,5,3,Prokaryote-dominated late-year state,NO3,3.150229
2022-06-01,2022,6,2,Mixed-prokaryote mid-year state,NO3,4.199473
2022-07-01,2022,7,2,Mixed-prokaryote mid-year state,NO3,5.035843
2022-08-01,2022,8,3,Prokaryote-dominated late-year state,NO3,5.283041
2022-09-01,2022,9,3,Prokaryote-dominated late-year state,NO3,4.102106
2022-10-01,2022,10,3,Prokaryote-dominated late-year state,NO3,3.569538
2022-11-01,2022,11,2,Mixed-prokaryote mid-year state,NO3,3.320945
2022-12-01,2022,12,1,Diatom-associated early-year state,NO3,2.857501
2003-01-01,2003,1,1,Diatom-associated early-year state,PO4,0.05948071
2003-02-01,2003,2,1,Diatom-associated early-year state,PO4,0.04826096
2003-03-01,2003,3,1,Diatom-associated early-year state,PO4,0.03192817
2003-04-01,2003,4,1,Diatom-associated early-year state,PO4,0.01375037
2003-05-01,2003,5,2,Mixed-prokaryote mid-year state,PO4,0.01084706
2003-06-01,2003,6,2,Mixed-prokaryote mid-year state,PO4,0.01973093
2003-07-01,2003,7,2,Mixed-prokaryote mid-year state,PO4,0.0197171
2003-08-01,2003,8,3,Prokaryote-dominated late-year state,PO4,0.01895659
2003-09-01,2003,9,3,Prokaryote-dominated late-year state,PO4,0.01896781
2003-10-01,2003,10,3,Prokaryote-dominated late-year state,PO4,0.01595329
2003-11-01,2003,11,3,Prokaryote-dominated late-year state,PO4,0.02276026
2003-12-01,2003,12,3,Prokaryote-dominated late-year state,PO4,0.03871807
2004-01-01,2004,1,1,Diatom-associated early-year state,PO4,0.05104483
2004-02-01,2004,2,1,Diatom-associated early-year state,PO4,0.04368897
2004-03-01,2004,3,1,Diatom-associated early-year state,PO4,0.02656696
2004-04-01,2004,4,1,Diatom-associated early-year state,PO4,0.01413774
2004-05-01,2004,5,1,Diatom-associated early-year state,PO4,0.01084378
2004-06-01,2004,6,2,Mixed-prokaryote mid-year state,PO4,0.01717499
2004-07-01,2004,7,2,Mixed-prokaryote mid-year state,PO4,0.01383416
2004-08-01,2004,8,3,Prokaryote-dominated late-year state,PO4,0.02014996
2004-09-01,2004,9,3,Prokaryote-dominated late-year state,PO4,0.01426346
2004-10-01,2004,10,3,Prokaryote-dominated late-year state,PO4,0.01845098
2004-11-01,2004,11,3,Prokaryote-dominated late-year state,PO4,0.02362705
2004-12-01,2004,12,3,Prokaryote-dominated late-year state,PO4,0.0378954
2005-01-01,2005,1,1,Diatom-associated early-year state,PO4,0.05949871
2005-02-01,2005,2,1,Diatom-associated early-year state,PO4,0.06191359
2005-03-01,2005,3,1,Diatom-associated early-year state,PO4,0.04224682
2005-04-01,2005,4,1,Diatom-associated early-year state,PO4,0.01654009
2005-05-01,2005,5,2,Mixed-prokaryote mid-year state,PO4,0.007891181
2005-06-01,2005,6,2,Mixed-prokaryote mid-year state,PO4,0.01192773
2005-07-01,2005,7,2,Mixed-prokaryote mid-year state,PO4,0.01803099
2005-08-01,2005,8,3,Prokaryote-dominated late-year state,PO4,0.01695296
2005-09-01,2005,9,3,Prokaryote-dominated late-year state,PO4,0.01441261
2005-10-01,2005,10,3,Prokaryote-dominated late-year state,PO4,0.01382904
2005-11-01,2005,11,3,Prokaryote-dominated late-year state,PO4,0.02193196
2005-12-01,2005,12,1,Diatom-associated early-year state,PO4,0.04205306
2006-01-01,2006,1,1,Diatom-associated early-year state,PO4,0.05710575
2006-02-01,2006,2,1,Diatom-associated early-year state,PO4,0.04870109
2006-03-01,2006,3,1,Diatom-associated early-year state,PO4,0.02608196
2006-04-01,2006,4,1,Diatom-associated early-year state,PO4,0.01179004
2006-05-01,2006,5,1,Diatom-associated early-year state,PO4,0.007898293
2006-06-01,2006,6,2,Mixed-prokaryote mid-year state,PO4,0.0117632
2006-07-01,2006,7,2,Mixed-prokaryote mid-year state,PO4,0.01805096
2006-08-01,2006,8,2,Mixed-prokaryote mid-year state,PO4,0.02118731
2006-09-01,2006,9,3,Prokaryote-dominated late-year state,PO4,0.01726973
2006-10-01,2006,10,3,Prokaryote-dominated late-year state,PO4,0.01385227
2006-11-01,2006,11,3,Prokaryote-dominated late-year state,PO4,0.02569495
2006-12-01,2006,12,3,Prokaryote-dominated late-year state,PO4,0.04135088
2007-01-01,2007,1,1,Diatom-associated early-year state,PO4,0.05535916
2007-02-01,2007,2,1,Diatom-associated early-year state,PO4,0.04452466
2007-03-01,2007,3,1,Diatom-associated early-year state,PO4,0.0335563
2007-04-01,2007,4,1,Diatom-associated early-year state,PO4,0.0186423
2007-05-01,2007,5,2,Mixed-prokaryote mid-year state,PO4,0.009857457
2007-06-01,2007,6,2,Mixed-prokaryote mid-year state,PO4,0.01534503
2007-07-01,2007,7,2,Mixed-prokaryote mid-year state,PO4,0.02469809
2007-08-01,2007,8,2,Mixed-prokaryote mid-year state,PO4,0.01599815
2007-09-01,2007,9,3,Prokaryote-dominated late-year state,PO4,0.01295209
2007-10-01,2007,10,3,Prokaryote-dominated late-year state,PO4,0.01404054
2007-11-01,2007,11,3,Prokaryote-dominated late-year state,PO4,0.02604395
2007-12-01,2007,12,1,Diatom-associated early-year state,PO4,0.03602836
2008-01-01,2008,1,3,Prokaryote-dominated late-year state,PO4,0.05615972
2008-02-01,2008,2,1,Diatom-associated early-year state,PO4,0.05570071
2008-03-01,2008,3,1,Diatom-associated early-year state,PO4,0.02884287
2008-04-01,2008,4,1,Diatom-associated early-year state,PO4,0.01312351
2008-05-01,2008,5,2,Mixed-prokaryote mid-year state,PO4,0.008078892
2008-06-01,2008,6,2,Mixed-prokaryote mid-year state,PO4,0.01344156
2008-07-01,2008,7,2,Mixed-prokaryote mid-year state,PO4,0.01460345
2008-08-01,2008,8,3,Prokaryote-dominated late-year state,PO4,0.02109727
2008-09-01,2008,9,3,Prokaryote-dominated late-year state,PO4,0.01763775
2008-10-01,2008,10,3,Prokaryote-dominated late-year state,PO4,0.01193336
2008-11-01,2008,11,3,Prokaryote-dominated late-year state,PO4,0.02302186
2008-12-01,2008,12,1,Diatom-associated early-year state,PO4,0.03515482
2009-01-01,2009,1,1,Diatom-associated early-year state,PO4,0.05358773
2009-02-01,2009,2,1,Diatom-associated early-year state,PO4,0.04397479
2009-03-01,2009,3,1,Diatom-associated early-year state,PO4,0.03261236
2009-04-01,2009,4,1,Diatom-associated early-year state,PO4,0.01952928
2009-05-01,2009,5,2,Mixed-prokaryote mid-year state,PO4,0.01284137
2009-06-01,2009,6,2,Mixed-prokaryote mid-year state,PO4,0.01234454
2009-07-01,2009,7,2,Mixed-prokaryote mid-year state,PO4,0.01671528
2009-08-01,2009,8,2,Mixed-prokaryote mid-year state,PO4,0.02314663
2009-09-01,2009,9,3,Prokaryote-dominated late-year state,PO4,0.01500423
2009-10-01,2009,10,3,Prokaryote-dominated late-year state,PO4,0.01473548
2009-11-01,2009,11,3,Prokaryote-dominated late-year state,PO4,0.03133217
2009-12-01,2009,12,1,Diatom-associated early-year state,PO4,0.04635568
2010-01-01,2010,1,1,Diatom-associated early-year state,PO4,0.06019795
2010-02-01,2010,2,1,Diatom-associated early-year state,PO4,0.05531385
2010-03-01,2010,3,1,Diatom-associated early-year state,PO4,0.03611907
2010-04-01,2010,4,1,Diatom-associated early-year state,PO4,0.01827536
2010-05-01,2010,5,1,Diatom-associated early-year state,PO4,0.01298422
2010-06-01,2010,6,2,Mixed-prokaryote mid-year state,PO4,0.02158329
2010-07-01,2010,7,2,Mixed-prokaryote mid-year state,PO4,0.02190173
2010-08-01,2010,8,2,Mixed-prokaryote mid-year state,PO4,0.01751439
2010-09-01,2010,9,3,Prokaryote-dominated late-year state,PO4,0.01905244
2010-10-01,2010,10,3,Prokaryote-dominated late-year state,PO4,0.01885317
2010-11-01,2010,11,3,Prokaryote-dominated late-year state,PO4,0.02770189
2010-12-01,2010,12,3,Prokaryote-dominated late-year state,PO4,0.04059074
2011-01-01,2011,1,1,Diatom-associated early-year state,PO4,0.06546502
2011-02-01,2011,2,1,Diatom-associated early-year state,PO4,0.05432264
2011-03-01,2011,3,1,Diatom-associated early-year state,PO4,0.03281865
2011-04-01,2011,4,1,Diatom-associated early-year state,PO4,0.01777379
2011-05-01,2011,5,2,Mixed-prokaryote mid-year state,PO4,0.01109871
2011-06-01,2011,6,2,Mixed-prokaryote mid-year state,PO4,0.01350287
2011-07-01,2011,7,2,Mixed-prokaryote mid-year state,PO4,0.01744472
2011-08-01,2011,8,2,Mixed-prokaryote mid-year state,PO4,0.01902178
2011-09-01,2011,9,3,Prokaryote-dominated late-year state,PO4,0.01498286
2011-10-01,2011,10,3,Prokaryote-dominated late-year state,PO4,0.01353873
2011-11-01,2011,11,3,Prokaryote-dominated late-year state,PO4,0.02317196
2011-12-01,2011,12,1,Diatom-associated early-year state,PO4,0.04424512
2012-01-01,2012,1,1,Diatom-associated early-year state,PO4,0.06478158
2012-02-01,2012,2,3,Prokaryote-dominated late-year state,PO4,0.06504237
2012-03-01,2012,3,3,Prokaryote-dominated late-year state,PO4,0.04297915
2012-04-01,2012,4,1,Diatom-associated early-year state,PO4,0.0178418
2012-05-01,2012,5,1,Diatom-associated early-year state,PO4,0.01109423
2012-06-01,2012,6,2,Mixed-prokaryote mid-year state,PO4,0.01701666
2012-07-01,2012,7,2,Mixed-prokaryote mid-year state,PO4,0.01974539
2012-08-01,2012,8,2,Mixed-prokaryote mid-year state,PO4,0.01610047
2012-09-01,2012,9,3,Prokaryote-dominated late-year state,PO4,0.0157522
2012-10-01,2012,10,3,Prokaryote-dominated late-year state,PO4,0.01433741
2012-11-01,2012,11,3,Prokaryote-dominated late-year state,PO4,0.02155026
2012-12-01,2012,12,3,Prokaryote-dominated late-year state,PO4,0.04391852
2013-01-01,2013,1,1,Diatom-associated early-year state,PO4,0.05759186
2013-02-01,2013,2,3,Prokaryote-dominated late-year state,PO4,0.0537794
2013-03-01,2013,3,3,Prokaryote-dominated late-year state,PO4,0.03114325
2013-04-01,2013,4,1,Diatom-associated early-year state,PO4,0.01778871
2013-05-01,2013,5,1,Diatom-associated early-year state,PO4,0.01200175
2013-06-01,2013,6,2,Mixed-prokaryote mid-year state,PO4,0.0181937
2013-07-01,2013,7,2,Mixed-prokaryote mid-year state,PO4,0.0149803
2013-08-01,2013,8,2,Mixed-prokaryote mid-year state,PO4,0.01616579
2013-09-01,2013,9,3,Prokaryote-dominated late-year state,PO4,0.01609499
2013-10-01,2013,10,3,Prokaryote-dominated late-year state,PO4,0.01783757
2013-11-01,2013,11,3,Prokaryote-dominated late-year state,PO4,0.02977752
2013-12-01,2013,12,3,Prokaryote-dominated late-year state,PO4,0.04622364
2014-01-01,2014,1,3,Prokaryote-dominated late-year state,PO4,0.05868909
2014-02-01,2014,2,3,Prokaryote-dominated late-year state,PO4,0.05794939
2014-03-01,2014,3,3,Prokaryote-dominated late-year state,PO4,0.03619288
2014-04-01,2014,4,1,Diatom-associated early-year state,PO4,0.01495199
2014-05-01,2014,5,1,Diatom-associated early-year state,PO4,0.01168032
2014-06-01,2014,6,2,Mixed-prokaryote mid-year state,PO4,0.02344926
2014-07-01,2014,7,2,Mixed-prokaryote mid-year state,PO4,0.01890092
2014-08-01,2014,8,2,Mixed-prokaryote mid-year state,PO4,0.02077968
2014-09-01,2014,9,2,Mixed-prokaryote mid-year state,PO4,0.01496245
2014-10-01,2014,10,3,Prokaryote-dominated late-year state,PO4,0.01405345
2014-11-01,2014,11,3,Prokaryote-dominated late-year state,PO4,0.02458723
2014-12-01,2014,12,3,Prokaryote-dominated late-year state,PO4,0.04303123
2015-01-01,2015,1,3,Prokaryote-dominated late-year state,PO4,0.05534801
2015-02-01,2015,2,3,Prokaryote-dominated late-year state,PO4,0.05033891
2015-03-01,2015,3,3,Prokaryote-dominated late-year state,PO4,0.03462297
2015-04-01,2015,4,1,Diatom-associated early-year state,PO4,0.01894304
2015-05-01,2015,5,2,Mixed-prokaryote mid-year state,PO4,0.01495124
2015-06-01,2015,6,2,Mixed-prokaryote mid-year state,PO4,0.01948541
2015-07-01,2015,7,2,Mixed-prokaryote mid-year state,PO4,0.02517136
2015-08-01,2015,8,2,Mixed-prokaryote mid-year state,PO4,0.02111799
2015-09-01,2015,9,3,Prokaryote-dominated late-year state,PO4,0.01941781
2015-10-01,2015,10,3,Prokaryote-dominated late-year state,PO4,0.01352879
2015-11-01,2015,11,3,Prokaryote-dominated late-year state,PO4,0.03388852
2015-12-01,2015,12,3,Prokaryote-dominated late-year state,PO4,0.05416248
2016-01-01,2016,1,3,Prokaryote-dominated late-year state,PO4,0.06771446
2016-02-01,2016,2,3,Prokaryote-dominated late-year state,PO4,0.06777366
2016-03-01,2016,3,3,Prokaryote-dominated late-year state,PO4,0.03755926
2016-04-01,2016,4,3,Prokaryote-dominated late-year state,PO4,0.01578898
2016-05-01,2016,5,1,Diatom-associated early-year state,PO4,0.01058607
2016-06-01,2016,6,2,Mixed-prokaryote mid-year state,PO4,0.01601506
2016-07-01,2016,7,2,Mixed-prokaryote mid-year state,PO4,0.0174332
2016-08-01,2016,8,2,Mixed-prokaryote mid-year state,PO4,0.02327478
2016-09-01,2016,9,2,Mixed-prokaryote mid-year state,PO4,0.01242297
2016-10-01,2016,10,3,Prokaryote-dominated late-year state,PO4,0.0135473
